product_id,name,category,style,color,occasion,material,price,description
P0484,Crop Top,tops,casual,beige,travel,knit,3800,beige casual Crop Top for travel. Made from knit. Suitable for casual looks and travel occasions.
P0485,Statement Earrings,accessories,trendy,beige,date,polyester,6000,beige trendy Statement Earrings for date. Made from polyester. Suitable for trendy looks and date occasions.
P0486,Pleated Skirt,bottoms,elegant,white,festive,satin,4200,white elegant Pleated Skirt for festive. Made from satin. Suitable for elegant looks and festive occasions.
P0487,Clutch,accessories,trendy,brown,travel,satin,700,brown trendy Clutch for travel. Made from satin. Suitable for trendy looks and travel occasions.
P0488,Shoulder Bag,accessories,formal,brown,travel,knit,1500,brown formal Shoulder Bag for travel. Made from knit. Suitable for formal looks and travel occasions.
P0489,Flats,shoes,casual,red,wedding,silk,4100,red casual Flats for wedding. Made from silk. Suitable for casual looks and wedding occasions.
P0490,Saree,ethnic,minimal,navy,party,satin,6900,navy minimal Saree for party. Made from satin. Suitable for minimal looks and party occasions.
P0491,Anarkali,ethnic,elegant,white,everyday,cotton,2200,white elegant Anarkali for everyday. Made from cotton. Suitable for elegant looks and everyday occasions.
P0492,Knit Top,tops,trendy,black,festive,linen,9500,black trendy Knit Top for festive. Made from linen. Suitable for trendy looks and festive occasions.
P0493,Blouse,tops,casual,pink,office,polyester,5300,pink casual Blouse for office. Made from polyester. Suitable for casual looks and office occasions.
P0494,Anarkali,ethnic,minimal,beige,college,silk,8700,beige minimal Anarkali for college. Made from silk. Suitable for minimal looks and college occasions.
P0495,Kurta Set,ethnic,trendy,white,office,cotton,3400,white trendy Kurta Set for office. Made from cotton. Suitable for trendy looks and office occasions.
P0496,Wide Leg Trousers,bottoms,casual,lavender,wedding,satin,9400,lavender casual Wide Leg Trousers for wedding. Made from satin. Suitable for casual looks and wedding occasions.
P0497,Wide Leg Trousers,bottoms,elegant,green,office,knit,6100,green elegant Wide Leg Trousers for office. Made from knit. Suitable for elegant looks and office occasions.
P0498,Tote Bag,accessories,trendy,white,wedding,silk,1800,white trendy Tote Bag for wedding. Made from silk. Suitable for trendy looks and wedding occasions.
P0499,Shoulder Bag,accessories,elegant,green,travel,denim,2400,green elegant Shoulder Bag for travel. Made from denim. Suitable for elegant looks and travel occasions.
P0500,Straight Jeans,bottoms,formal,beige,office,satin,7900,beige formal Straight Jeans for office. Made from satin. Suitable for formal looks and office occasions.
P0501,Shirt Dress,dresses,formal,beige,everyday,denim,9900,beige formal Shirt Dress for everyday. Made from denim. Suitable for formal looks and everyday occasions.
P0502,Crop Top,tops,trendy,lavender,everyday,knit,3400,lavender trendy Crop Top for everyday. Made from knit. Suitable for trendy looks and everyday occasions.
P0503,Midi Dress,dresses,casual,white,festive,denim,6100,white casual Midi Dress for festive. Made from denim. Suitable for casual looks and festive occasions.
P0504,Kurta Set,ethnic,casual,pink,office,linen,7700,pink casual Kurta Set for office. Made from linen. Suitable for casual looks and office occasions.
P0505,Sandals,shoes,formal,lavender,date,knit,9500,lavender formal Sandals for date. Made from knit. Suitable for formal looks and date occasions.
P0506,Wrap Dress,dresses,casual,navy,wedding,polyester,5700,navy casual Wrap Dress for wedding. Made from polyester. Suitable for casual looks and wedding occasions.
P0507,Anarkali,ethnic,streetwear,blue,everyday,silk,2100,blue streetwear Anarkali for everyday. Made from silk. Suitable for streetwear looks and everyday occasions.
P0508,Knit Top,tops,formal,lavender,office,satin,800,lavender formal Knit Top for office. Made from satin. Suitable for formal looks and office occasions.
P0509,Saree,ethnic,casual,red,festive,denim,7600,red casual Saree for festive. Made from denim. Suitable for casual looks and festive occasions.
P0510,Tote Bag,accessories,streetwear,brown,office,cotton,8200,brown streetwear Tote Bag for office. Made from cotton. Suitable for streetwear looks and office occasions.
P0511,Midi Dress,dresses,minimal,blue,college,cotton,5700,blue minimal Midi Dress for college. Made from cotton. Suitable for minimal looks and college occasions.
P0512,Loafers,shoes,formal,navy,festive,silk,9600,navy formal Loafers for festive. Made from silk. Suitable for formal looks and festive occasions.
P0513,Wide Leg Trousers,bottoms,formal,navy,party,denim,1700,navy formal Wide Leg Trousers for party. Made from denim. Suitable for formal looks and party occasions.
P0514,Anarkali,ethnic,traditional,blue,party,satin,4800,blue traditional Anarkali for party. Made from satin. Suitable for traditional looks and party occasions.
P0515,Wide Leg Trousers,bottoms,minimal,red,wedding,cotton,3800,red minimal Wide Leg Trousers for wedding. Made from cotton. Suitable for minimal looks and wedding occasions.
P0516,Bodycon Dress,dresses,elegant,brown,college,denim,9200,brown elegant Bodycon Dress for college. Made from denim. Suitable for elegant looks and college occasions.
P0517,Tote Bag,accessories,elegant,black,party,polyester,800,black elegant Tote Bag for party. Made from polyester. Suitable for elegant looks and party occasions.
P0518,Knit Top,tops,minimal,navy,date,linen,5400,navy minimal Knit Top for date. Made from linen. Suitable for minimal looks and date occasions.
P0519,Blouse,tops,formal,white,college,denim,6100,white formal Blouse for college. Made from denim. Suitable for formal looks and college occasions.
P0520,Lehenga,ethnic,elegant,pink,office,silk,6500,pink elegant Lehenga for office. Made from silk. Suitable for elegant looks and office occasions.
P0521,Loafers,shoes,elegant,brown,party,denim,2700,brown elegant Loafers for party. Made from denim. Suitable for elegant looks and party occasions.
P0522,Anarkali,ethnic,traditional,white,wedding,polyester,7200,white traditional Anarkali for wedding. Made from polyester. Suitable for traditional looks and wedding occasions.
P0523,Midi Dress,dresses,streetwear,black,wedding,cotton,6700,black streetwear Midi Dress for wedding. Made from cotton. Suitable for streetwear looks and wedding occasions.
P0524,Sharara Set,ethnic,casual,beige,college,satin,9800,beige casual Sharara Set for college. Made from satin. Suitable for casual looks and college occasions.
P0525,Statement Earrings,accessories,casual,green,wedding,silk,9900,green casual Statement Earrings for wedding. Made from silk. Suitable for casual looks and wedding occasions.
P0526,Saree,ethnic,streetwear,white,travel,cotton,7100,white streetwear Saree for travel. Made from cotton. Suitable for streetwear looks and travel occasions.
P0527,Shoulder Bag,accessories,casual,blue,college,silk,1500,blue casual Shoulder Bag for college. Made from silk. Suitable for casual looks and college occasions.
P0528,Palazzo Pants,bottoms,streetwear,pink,travel,cotton,7700,pink streetwear Palazzo Pants for travel. Made from cotton. Suitable for streetwear looks and travel occasions.
P0529,Wide Leg Trousers,bottoms,minimal,blue,date,satin,4500,blue minimal Wide Leg Trousers for date. Made from satin. Suitable for minimal looks and date occasions.
P0530,Watch,accessories,casual,brown,travel,satin,7000,brown casual Watch for travel. Made from satin. Suitable for casual looks and travel occasions.
P0531,Oversized Shirt,tops,streetwear,blue,party,cotton,5900,blue streetwear Oversized Shirt for party. Made from cotton. Suitable for streetwear looks and party occasions.
P0532,Maxi Dress,dresses,traditional,green,college,denim,700,green traditional Maxi Dress for college. Made from denim. Suitable for traditional looks and college occasions.
P0533,Statement Earrings,accessories,streetwear,pink,office,linen,7400,pink streetwear Statement Earrings for office. Made from linen. Suitable for streetwear looks and office occasions.
P0534,Knit Top,tops,trendy,black,party,polyester,4200,black trendy Knit Top for party. Made from polyester. Suitable for trendy looks and party occasions.
P0535,Midi Dress,dresses,casual,navy,festive,polyester,5400,navy casual Midi Dress for festive. Made from polyester. Suitable for casual looks and festive occasions.
P0536,Wide Leg Trousers,bottoms,traditional,white,party,polyester,5700,white traditional Wide Leg Trousers for party. Made from polyester. Suitable for traditional looks and party occasions.
P0537,Shirt Dress,dresses,traditional,black,festive,polyester,2300,black traditional Shirt Dress for festive. Made from polyester. Suitable for traditional looks and festive occasions.
P0538,Blouse,tops,minimal,green,festive,polyester,4800,green minimal Blouse for festive. Made from polyester. Suitable for minimal looks and festive occasions.
P0539,Sharara Set,ethnic,minimal,blue,office,linen,2400,blue minimal Sharara Set for office. Made from linen. Suitable for minimal looks and office occasions.
P0540,Block Heels,shoes,casual,white,party,silk,6600,white casual Block Heels for party. Made from silk. Suitable for casual looks and party occasions.
P0541,Sharara Set,ethnic,elegant,navy,travel,knit,3300,navy elegant Sharara Set for travel. Made from knit. Suitable for elegant looks and travel occasions.
P0542,Palazzo Pants,bottoms,trendy,pink,office,cotton,2700,pink trendy Palazzo Pants for office. Made from cotton. Suitable for trendy looks and office occasions.
P0543,Clutch,accessories,streetwear,lavender,college,linen,4800,lavender streetwear Clutch for college. Made from linen. Suitable for streetwear looks and college occasions.
P0544,Satin Top,tops,formal,blue,travel,silk,7200,blue formal Satin Top for travel. Made from silk. Suitable for formal looks and travel occasions.
P0545,Wrap Dress,dresses,minimal,beige,college,silk,6400,beige minimal Wrap Dress for college. Made from silk. Suitable for minimal looks and college occasions.
P0546,Sandals,shoes,casual,white,everyday,cotton,2400,white casual Sandals for everyday. Made from cotton. Suitable for casual looks and everyday occasions.
P0547,Midi Dress,dresses,elegant,blue,party,linen,5800,blue elegant Midi Dress for party. Made from linen. Suitable for elegant looks and party occasions.
P0548,Anarkali,ethnic,traditional,lavender,date,knit,1600,lavender traditional Anarkali for date. Made from knit. Suitable for traditional looks and date occasions.
P0549,Midi Dress,dresses,casual,brown,party,cotton,4900,brown casual Midi Dress for party. Made from cotton. Suitable for casual looks and party occasions.
P0550,Midi Dress,dresses,trendy,black,party,satin,6200,black trendy Midi Dress for party. Made from satin. Suitable for trendy looks and party occasions.
P0551,Statement Earrings,accessories,trendy,black,festive,polyester,6100,black trendy Statement Earrings for festive. Made from polyester. Suitable for trendy looks and festive occasions.
P0552,Blouse,tops,casual,beige,date,denim,6400,beige casual Blouse for date. Made from denim. Suitable for casual looks and date occasions.
P0553,Satin Top,tops,traditional,lavender,wedding,polyester,4400,lavender traditional Satin Top for wedding. Made from polyester. Suitable for traditional looks and wedding occasions.
P0554,Pleated Skirt,bottoms,traditional,brown,college,cotton,4200,brown traditional Pleated Skirt for college. Made from cotton. Suitable for traditional looks and college occasions.
P0555,Straight Jeans,bottoms,trendy,blue,wedding,polyester,7600,blue trendy Straight Jeans for wedding. Made from polyester. Suitable for trendy looks and wedding occasions.
P0556,Bodycon Dress,dresses,streetwear,green,everyday,satin,6900,green streetwear Bodycon Dress for everyday. Made from satin. Suitable for streetwear looks and everyday occasions.
P0557,Lehenga,ethnic,traditional,green,festive,denim,3000,green traditional Lehenga for festive. Made from denim. Suitable for traditional looks and festive occasions.
P0558,Wrap Dress,dresses,traditional,blue,college,knit,4200,blue traditional Wrap Dress for college. Made from knit. Suitable for traditional looks and college occasions.
P0559,Bodycon Dress,dresses,traditional,green,wedding,linen,1900,green traditional Bodycon Dress for wedding. Made from linen. Suitable for traditional looks and wedding occasions.
P0560,Crop Top,tops,minimal,navy,college,knit,3500,navy minimal Crop Top for college. Made from knit. Suitable for minimal looks and college occasions.
P0561,Flats,shoes,minimal,beige,party,linen,8200,beige minimal Flats for party. Made from linen. Suitable for minimal looks and party occasions.
P0562,Saree,ethnic,traditional,black,travel,satin,7900,black traditional Saree for travel. Made from satin. Suitable for traditional looks and travel occasions.
P0563,Oversized Shirt,tops,casual,brown,date,linen,6900,brown casual Oversized Shirt for date. Made from linen. Suitable for casual looks and date occasions.
P0564,Midi Dress,dresses,elegant,blue,wedding,cotton,7400,blue elegant Midi Dress for wedding. Made from cotton. Suitable for elegant looks and wedding occasions.
P0565,Wide Leg Trousers,bottoms,minimal,lavender,wedding,knit,2300,lavender minimal Wide Leg Trousers for wedding. Made from knit. Suitable for minimal looks and wedding occasions.
P0566,Kurta Set,ethnic,streetwear,green,college,cotton,2500,green streetwear Kurta Set for college. Made from cotton. Suitable for streetwear looks and college occasions.
P0567,Sneakers,shoes,streetwear,white,travel,cotton,5400,white streetwear Sneakers for travel. Made from cotton. Suitable for streetwear looks and travel occasions.
P0568,Statement Earrings,accessories,traditional,white,travel,denim,4800,white traditional Statement Earrings for travel. Made from denim. Suitable for traditional looks and travel occasions.
P0569,Crop Top,tops,formal,red,everyday,polyester,4700,red formal Crop Top for everyday. Made from polyester. Suitable for formal looks and everyday occasions.
P0570,Oversized Shirt,tops,formal,lavender,travel,linen,9200,lavender formal Oversized Shirt for travel. Made from linen. Suitable for formal looks and travel occasions.
P0571,Sneakers,shoes,trendy,pink,date,linen,2900,pink trendy Sneakers for date. Made from linen. Suitable for trendy looks and date occasions.
P0572,Shoulder Bag,accessories,formal,lavender,festive,knit,7900,lavender formal Shoulder Bag for festive. Made from knit. Suitable for formal looks and festive occasions.
P0573,Maxi Dress,dresses,traditional,green,wedding,polyester,7900,green traditional Maxi Dress for wedding. Made from polyester. Suitable for traditional looks and wedding occasions.
P0574,Bodycon Dress,dresses,casual,green,office,linen,5100,green casual Bodycon Dress for office. Made from linen. Suitable for casual looks and office occasions.
P0575,Kurta Set,ethnic,formal,white,travel,silk,800,white formal Kurta Set for travel. Made from silk. Suitable for formal looks and travel occasions.
P0576,Kurta Set,ethnic,casual,white,travel,denim,2000,white casual Kurta Set for travel. Made from denim. Suitable for casual looks and travel occasions.
P0577,Shoulder Bag,accessories,elegant,red,everyday,polyester,6000,red elegant Shoulder Bag for everyday. Made from polyester. Suitable for elegant looks and everyday occasions.
P0578,Knit Top,tops,trendy,red,travel,satin,5500,red trendy Knit Top for travel. Made from satin. Suitable for trendy looks and travel occasions.
P0579,Bodycon Dress,dresses,streetwear,lavender,wedding,linen,6400,lavender streetwear Bodycon Dress for wedding. Made from linen. Suitable for streetwear looks and wedding occasions.
P0580,Midi Dress,dresses,minimal,black,travel,denim,2000,black minimal Midi Dress for travel. Made from denim. Suitable for minimal looks and travel occasions.
P0581,Wrap Dress,dresses,casual,red,party,polyester,1600,red casual Wrap Dress for party. Made from polyester. Suitable for casual looks and party occasions.
P0582,Block Heels,shoes,minimal,lavender,everyday,polyester,1000,lavender minimal Block Heels for everyday. Made from polyester. Suitable for minimal looks and everyday occasions.
P0583,Straight Jeans,bottoms,traditional,red,party,cotton,1900,red traditional Straight Jeans for party. Made from cotton. Suitable for traditional looks and party occasions.
P0584,Kurta Set,ethnic,casual,red,date,polyester,4300,red casual Kurta Set for date. Made from polyester. Suitable for casual looks and date occasions.
P0585,Kurta Set,ethnic,elegant,black,festive,satin,7700,black elegant Kurta Set for festive. Made from satin. Suitable for elegant looks and festive occasions.
P0586,Straight Jeans,bottoms,elegant,green,college,silk,1800,green elegant Straight Jeans for college. Made from silk. Suitable for elegant looks and college occasions.
P0587,Lehenga,ethnic,trendy,blue,office,cotton,3300,blue trendy Lehenga for office. Made from cotton. Suitable for trendy looks and office occasions.
P0588,Blouse,tops,elegant,brown,office,denim,5700,brown elegant Blouse for office. Made from denim. Suitable for elegant looks and office occasions.
P0589,Pleated Skirt,bottoms,formal,pink,office,polyester,7600,pink formal Pleated Skirt for office. Made from polyester. Suitable for formal looks and office occasions.
P0590,Straight Jeans,bottoms,minimal,red,travel,linen,6400,red minimal Straight Jeans for travel. Made from linen. Suitable for minimal looks and travel occasions.
P0591,Wrap Dress,dresses,trendy,brown,date,linen,4100,brown trendy Wrap Dress for date. Made from linen. Suitable for trendy looks and date occasions.
P0592,Block Heels,shoes,casual,white,office,polyester,5100,white casual Block Heels for office. Made from polyester. Suitable for casual looks and office occasions.
P0593,Flats,shoes,streetwear,lavender,wedding,satin,1400,lavender streetwear Flats for wedding. Made from satin. Suitable for streetwear looks and wedding occasions.
P0594,Pleated Skirt,bottoms,traditional,brown,wedding,silk,4500,brown traditional Pleated Skirt for wedding. Made from silk. Suitable for traditional looks and wedding occasions.
P0595,Bodycon Dress,dresses,streetwear,black,party,cotton,6400,black streetwear Bodycon Dress for party. Made from cotton. Suitable for streetwear looks and party occasions.
P0596,Crop Top,tops,casual,blue,party,cotton,6100,blue casual Crop Top for party. Made from cotton. Suitable for casual looks and party occasions.
P0597,Bodycon Dress,dresses,casual,beige,date,denim,1500,beige casual Bodycon Dress for date. Made from denim. Suitable for casual looks and date occasions.
P0598,Bodycon Dress,dresses,traditional,red,travel,knit,4200,red traditional Bodycon Dress for travel. Made from knit. Suitable for traditional looks and travel occasions.
P0599,Flats,shoes,streetwear,black,festive,cotton,6000,black streetwear Flats for festive. Made from cotton. Suitable for streetwear looks and festive occasions.
P0600,Crop Top,tops,traditional,lavender,office,cotton,7900,lavender traditional Crop Top for office. Made from cotton. Suitable for traditional looks and office occasions.
P0601,Wrap Dress,dresses,streetwear,navy,travel,silk,4000,navy streetwear Wrap Dress for travel. Made from silk. Suitable for streetwear looks and travel occasions.
P0602,Pleated Skirt,bottoms,traditional,lavender,everyday,cotton,2900,lavender traditional Pleated Skirt for everyday. Made from cotton. Suitable for traditional looks and everyday occasions.
P0603,Sharara Set,ethnic,casual,lavender,festive,cotton,5700,lavender casual Sharara Set for festive. Made from cotton. Suitable for casual looks and festive occasions.
P0604,Kurta Set,ethnic,elegant,brown,date,denim,900,brown elegant Kurta Set for date. Made from denim. Suitable for elegant looks and date occasions.
P0605,Saree,ethnic,minimal,pink,everyday,knit,9600,pink minimal Saree for everyday. Made from knit. Suitable for minimal looks and everyday occasions.
P0606,Shoulder Bag,accessories,streetwear,blue,party,denim,6300,blue streetwear Shoulder Bag for party. Made from denim. Suitable for streetwear looks and party occasions.
P0607,Saree,ethnic,formal,red,office,linen,6300,red formal Saree for office. Made from linen. Suitable for formal looks and office occasions.
P0608,Knit Top,tops,formal,brown,travel,knit,1400,brown formal Knit Top for travel. Made from knit. Suitable for formal looks and travel occasions.
P0609,Sneakers,shoes,elegant,pink,festive,linen,7400,pink elegant Sneakers for festive. Made from linen. Suitable for elegant looks and festive occasions.
P0610,Block Heels,shoes,casual,blue,wedding,knit,1400,blue casual Block Heels for wedding. Made from knit. Suitable for casual looks and wedding occasions.
P0611,Satin Top,tops,trendy,black,travel,polyester,3200,black trendy Satin Top for travel. Made from polyester. Suitable for trendy looks and travel occasions.
P0612,Saree,ethnic,streetwear,brown,festive,polyester,2200,brown streetwear Saree for festive. Made from polyester. Suitable for streetwear looks and festive occasions.
P0613,Shoulder Bag,accessories,casual,green,everyday,satin,6400,green casual Shoulder Bag for everyday. Made from satin. Suitable for casual looks and everyday occasions.
P0614,Knit Top,tops,traditional,navy,travel,denim,2700,navy traditional Knit Top for travel. Made from denim. Suitable for traditional looks and travel occasions.
P0615,Anarkali,ethnic,minimal,black,festive,cotton,2700,black minimal Anarkali for festive. Made from cotton. Suitable for minimal looks and festive occasions.
P0616,Sneakers,shoes,streetwear,blue,wedding,polyester,3300,blue streetwear Sneakers for wedding. Made from polyester. Suitable for streetwear looks and wedding occasions.
P0617,Sharara Set,ethnic,traditional,black,college,silk,2300,black traditional Sharara Set for college. Made from silk. Suitable for traditional looks and college occasions.
P0618,Tote Bag,accessories,traditional,black,wedding,denim,8400,black traditional Tote Bag for wedding. Made from denim. Suitable for traditional looks and wedding occasions.
P0619,Saree,ethnic,trendy,red,travel,silk,3900,red trendy Saree for travel. Made from silk. Suitable for trendy looks and travel occasions.
P0620,Knit Top,tops,minimal,navy,festive,satin,2000,navy minimal Knit Top for festive. Made from satin. Suitable for minimal looks and festive occasions.
P0621,Shirt Dress,dresses,formal,green,date,denim,9400,green formal Shirt Dress for date. Made from denim. Suitable for formal looks and date occasions.
P0622,Bodycon Dress,dresses,elegant,green,date,polyester,4800,green elegant Bodycon Dress for date. Made from polyester. Suitable for elegant looks and date occasions.
P0623,Saree,ethnic,formal,pink,wedding,linen,7300,pink formal Saree for wedding. Made from linen. Suitable for formal looks and wedding occasions.
P0624,Satin Top,tops,streetwear,lavender,festive,polyester,4700,lavender streetwear Satin Top for festive. Made from polyester. Suitable for streetwear looks and festive occasions.
P0625,Tote Bag,accessories,formal,black,everyday,denim,4000,black formal Tote Bag for everyday. Made from denim. Suitable for formal looks and everyday occasions.
P0626,Pleated Skirt,bottoms,trendy,black,wedding,denim,9900,black trendy Pleated Skirt for wedding. Made from denim. Suitable for trendy looks and wedding occasions.
P0627,Tote Bag,accessories,formal,navy,everyday,polyester,5200,navy formal Tote Bag for everyday. Made from polyester. Suitable for formal looks and everyday occasions.
P0628,Loafers,shoes,streetwear,beige,party,denim,1900,beige streetwear Loafers for party. Made from denim. Suitable for streetwear looks and party occasions.
P0629,Straight Jeans,bottoms,formal,pink,party,polyester,4900,pink formal Straight Jeans for party. Made from polyester. Suitable for formal looks and party occasions.
P0630,Shoulder Bag,accessories,casual,green,wedding,polyester,4600,green casual Shoulder Bag for wedding. Made from polyester. Suitable for casual looks and wedding occasions.
P0631,Palazzo Pants,bottoms,minimal,pink,date,silk,2200,pink minimal Palazzo Pants for date. Made from silk. Suitable for minimal looks and date occasions.
P0632,Wide Leg Trousers,bottoms,streetwear,lavender,office,silk,3100,lavender streetwear Wide Leg Trousers for office. Made from silk. Suitable for streetwear looks and office occasions.
P0633,Block Heels,shoes,streetwear,red,date,silk,1300,red streetwear Block Heels for date. Made from silk. Suitable for streetwear looks and date occasions.
P0634,Crop Top,tops,casual,green,festive,satin,6500,green casual Crop Top for festive. Made from satin. Suitable for casual looks and festive occasions.
P0635,Blouse,tops,streetwear,beige,office,silk,4900,beige streetwear Blouse for office. Made from silk. Suitable for streetwear looks and office occasions.
P0636,Tote Bag,accessories,minimal,black,college,silk,4200,black minimal Tote Bag for college. Made from silk. Suitable for minimal looks and college occasions.
P0637,Crop Top,tops,traditional,beige,everyday,knit,1800,beige traditional Crop Top for everyday. Made from knit. Suitable for traditional looks and everyday occasions.
P0638,Oversized Shirt,tops,trendy,red,festive,silk,6800,red trendy Oversized Shirt for festive. Made from silk. Suitable for trendy looks and festive occasions.
P0639,Wide Leg Trousers,bottoms,elegant,navy,wedding,polyester,5400,navy elegant Wide Leg Trousers for wedding. Made from polyester. Suitable for elegant looks and wedding occasions.
P0640,Wrap Dress,dresses,streetwear,navy,wedding,cotton,9300,navy streetwear Wrap Dress for wedding. Made from cotton. Suitable for streetwear looks and wedding occasions.
P0641,Maxi Dress,dresses,casual,green,date,linen,2000,green casual Maxi Dress for date. Made from linen. Suitable for casual looks and date occasions.
P0642,Palazzo Pants,bottoms,casual,white,college,denim,4400,white casual Palazzo Pants for college. Made from denim. Suitable for casual looks and college occasions.
P0643,Palazzo Pants,bottoms,trendy,beige,travel,silk,5200,beige trendy Palazzo Pants for travel. Made from silk. Suitable for trendy looks and travel occasions.
P0644,Crop Top,tops,streetwear,red,college,linen,3500,red streetwear Crop Top for college. Made from linen. Suitable for streetwear looks and college occasions.
P0645,Tote Bag,accessories,casual,black,party,cotton,5300,black casual Tote Bag for party. Made from cotton. Suitable for casual looks and party occasions.
P0646,Shoulder Bag,accessories,trendy,pink,college,satin,1300,pink trendy Shoulder Bag for college. Made from satin. Suitable for trendy looks and college occasions.
P0647,Shoulder Bag,accessories,formal,black,college,polyester,2100,black formal Shoulder Bag for college. Made from polyester. Suitable for formal looks and college occasions.
P0648,Pleated Skirt,bottoms,trendy,white,date,silk,9600,white trendy Pleated Skirt for date. Made from silk. Suitable for trendy looks and date occasions.
P0649,Crop Top,tops,formal,black,date,silk,9100,black formal Crop Top for date. Made from silk. Suitable for formal looks and date occasions.
P0650,Shirt Dress,dresses,minimal,lavender,party,silk,2000,lavender minimal Shirt Dress for party. Made from silk. Suitable for minimal looks and party occasions.
P0651,Sandals,shoes,elegant,pink,office,knit,2000,pink elegant Sandals for office. Made from knit. Suitable for elegant looks and office occasions.
P0652,Straight Jeans,bottoms,traditional,blue,date,knit,7300,blue traditional Straight Jeans for date. Made from knit. Suitable for traditional looks and date occasions.
P0653,Blouse,tops,formal,red,date,linen,1200,red formal Blouse for date. Made from linen. Suitable for formal looks and date occasions.
P0654,Flats,shoes,casual,brown,travel,linen,700,brown casual Flats for travel. Made from linen. Suitable for casual looks and travel occasions.
P0655,Midi Dress,dresses,elegant,lavender,everyday,linen,1800,lavender elegant Midi Dress for everyday. Made from linen. Suitable for elegant looks and everyday occasions.
P0656,Block Heels,shoes,formal,white,date,polyester,3600,white formal Block Heels for date. Made from polyester. Suitable for formal looks and date occasions.
P0657,Palazzo Pants,bottoms,minimal,brown,college,cotton,2900,brown minimal Palazzo Pants for college. Made from cotton. Suitable for minimal looks and college occasions.
P0658,Wrap Dress,dresses,minimal,green,festive,polyester,2100,green minimal Wrap Dress for festive. Made from polyester. Suitable for minimal looks and festive occasions.
P0659,Midi Dress,dresses,elegant,beige,party,denim,5200,beige elegant Midi Dress for party. Made from denim. Suitable for elegant looks and party occasions.
P0660,Palazzo Pants,bottoms,formal,white,travel,knit,5000,white formal Palazzo Pants for travel. Made from knit. Suitable for formal looks and travel occasions.
P0661,Satin Top,tops,trendy,red,everyday,denim,5600,red trendy Satin Top for everyday. Made from denim. Suitable for trendy looks and everyday occasions.
P0662,Statement Earrings,accessories,streetwear,red,party,cotton,2300,red streetwear Statement Earrings for party. Made from cotton. Suitable for streetwear looks and party occasions.
P0663,Shoulder Bag,accessories,streetwear,beige,office,silk,8200,beige streetwear Shoulder Bag for office. Made from silk. Suitable for streetwear looks and office occasions.
P0664,Pleated Skirt,bottoms,casual,lavender,festive,knit,5200,lavender casual Pleated Skirt for festive. Made from knit. Suitable for casual looks and festive occasions.
P0665,Block Heels,shoes,streetwear,beige,everyday,silk,2100,beige streetwear Block Heels for everyday. Made from silk. Suitable for streetwear looks and everyday occasions.
P0666,Pleated Skirt,bottoms,elegant,white,date,polyester,4700,white elegant Pleated Skirt for date. Made from polyester. Suitable for elegant looks and date occasions.
P0667,Shirt Dress,dresses,streetwear,lavender,wedding,polyester,5000,lavender streetwear Shirt Dress for wedding. Made from polyester. Suitable for streetwear looks and wedding occasions.
P0668,Sandals,shoes,formal,lavender,office,silk,9100,lavender formal Sandals for office. Made from silk. Suitable for formal looks and office occasions.
P0669,Tote Bag,accessories,trendy,green,festive,linen,7800,green trendy Tote Bag for festive. Made from linen. Suitable for trendy looks and festive occasions.
P0670,Block Heels,shoes,elegant,beige,everyday,knit,7000,beige elegant Block Heels for everyday. Made from knit. Suitable for elegant looks and everyday occasions.
P0671,Satin Top,tops,streetwear,brown,travel,linen,4900,brown streetwear Satin Top for travel. Made from linen. Suitable for streetwear looks and travel occasions.
P0672,Anarkali,ethnic,traditional,blue,festive,silk,3700,blue traditional Anarkali for festive. Made from silk. Suitable for traditional looks and festive occasions.
P0673,Bodycon Dress,dresses,trendy,lavender,everyday,cotton,7000,lavender trendy Bodycon Dress for everyday. Made from cotton. Suitable for trendy looks and everyday occasions.
P0674,Palazzo Pants,bottoms,elegant,brown,college,cotton,5800,brown elegant Palazzo Pants for college. Made from cotton. Suitable for elegant looks and college occasions.
P0675,Wide Leg Trousers,bottoms,traditional,navy,college,knit,1800,navy traditional Wide Leg Trousers for college. Made from knit. Suitable for traditional looks and college occasions.
P0676,Sandals,shoes,formal,pink,wedding,polyester,9200,pink formal Sandals for wedding. Made from polyester. Suitable for formal looks and wedding occasions.
P0677,Palazzo Pants,bottoms,minimal,black,wedding,knit,6500,black minimal Palazzo Pants for wedding. Made from knit. Suitable for minimal looks and wedding occasions.
P0678,Lehenga,ethnic,streetwear,lavender,everyday,polyester,9100,lavender streetwear Lehenga for everyday. Made from polyester. Suitable for streetwear looks and everyday occasions.
P0679,Sharara Set,ethnic,elegant,white,wedding,cotton,5000,white elegant Sharara Set for wedding. Made from cotton. Suitable for elegant looks and wedding occasions.
P0680,Saree,ethnic,traditional,navy,travel,polyester,2000,navy traditional Saree for travel. Made from polyester. Suitable for traditional looks and travel occasions.
P0681,Maxi Dress,dresses,trendy,beige,festive,cotton,3900,beige trendy Maxi Dress for festive. Made from cotton. Suitable for trendy looks and festive occasions.
P0682,Sneakers,shoes,casual,white,festive,linen,6500,white casual Sneakers for festive. Made from linen. Suitable for casual looks and festive occasions.
P0683,Blouse,tops,elegant,red,college,polyester,9300,red elegant Blouse for college. Made from polyester. Suitable for elegant looks and college occasions.
P0684,Block Heels,shoes,streetwear,brown,everyday,polyester,8200,brown streetwear Block Heels for everyday. Made from polyester. Suitable for streetwear looks and everyday occasions.
